id,author,bookName
11005C,John Moncure Wetterau,O+F
11006C,John Moncure Wetterau,The Book With The Yellow Cover
1100C,William Shakespeare,"King Henry the Sixth, Part 1"
11010,Joseph Addison and Richard Steele,"The Spectator, Vol. 2 of 3"
11011,Mildred Aldrich,A Hilltop on the Marne
11012,James Weldon Johnson,The Autobiography of an Ex-Colored Man
11013,William Cullen Bryant,Letters of a Traveller
11017,Samuel F. B. Morse,"Samuel F. B. Morse, His Letters and Journals"
11018,Samuel F. B. Morse,"Samuel F. B. Morse, His Letters and Journals"
11019,Richard Harding Davis,Van Bibber and Others
1101C,William Shakespeare,"King Henry the Sixth, Part 2"
11020,Laurence Housman,Angels and Ministers with Other Victorian Plays
11022,Frances Ellen Watkins Harper,Sowing and Reaping
11025,Charles Kingsley,Phaethon
11026,Charles Kingsley,Literary and General Lectures and Essays
11027,Jacob Grimm and Wilhelm Grimm,Grimm's Fairy Stories
11029,Daniel G. Brinton,American Hero-Myths
1102C,William Shakespeare,"King Henry the Sixth, Part 3"
11031,Leslie Stephen,Samuel Johnson
11039,Ida Pfeiffer,A Woman's Journey Round the World
1103C,William Shakespeare,King Richard III
11041,Ralph Henry Barbour,The Half-Back
11045,Richard Middleton,The Ghost Ship
11047,Ellen M. Cyr,Libro segundo de lectura
1104C,William Shakespeare,The Comedy of Errors
11050,F. Marion Crawford,Taquisara
11051,Jack London,The Cruise of the Dazzler
11052,Edith Wharton,The Custom of the Country
11053,Frances Ellen Watkins Harper,Minnie's Sacrifice
11055,Harriet A. Cheever,Lord Dolphin
11056,Frances Ellen Watkins Harper,Trial and Triumph
11058,G. A. Henty,Jack Archer
11059,Washington Allston,The Sylphs of the Season with Other Poems
1105C,William Shakespeare,The Shakespearian Sonnets
11060,Anatole France,The Aspirations of Jean Servien
11062,Rupert Hughes,The Dozen from Lakerim
11063,Anthony Hope,A Man of Mark
11064,Charles Kingsley,Andromeda and Other Poems
11068,William Hazlitt,The Spirit of the Age
11069,Richard Barnum,Squinty the Comical Pig
1106C,William Shakespeare,Titus Andronicus
11074,Algernon Blackwood,The Damned
11076,Sir Owen Seaman,"Punch, Vol. 153, Oct. 24, 1917, Ed"
11077,Cory Doctorow,"Ebooks: Neither E, Nor Books"
1107C,William Shakespeare,The Taming of the Shrew
11082,William Harrison Ainsworth,Old Saint Paul's
11084,Ruth McEnery Stuart,"Sonny, A Christmas Guest"
11089,Carter Godwin Woodson,The Education Of The Negro Prior To 1861
1108C,William Shakespeare,Two Gentlemen of Verona
11091,John L. Stoddard,Poems
11093,Max Brand,Trailin'!
11094,Sir Owen Seaman,"Punch, Vol. 156, March 12, 1919, Ed"
11097,G. Manville Fenn,Young Robin Hood
1109C,William Shakespeare,Love's Labour's Lost
111,Gene Stratton-Porter,Freckles
11101,Samuel Taylor Coleridge,Coleridge's Ancient Mariner and Select Poems
11104,Edith Wharton,In Morocco
11106,Frank Richard Stockton,The Girl at Cobhurst
11109,Sir Owen Seaman,"Punch, Vol. 156, Feb. 12, 1919, Ed"
1110C,William Shakespeare,King John
11110,Bessie Marchant,A Countess from Canada
11111,"Horatio Alger, Jr",Only An Irish Boy
11115,Burt L. Standish,Frank Merriwell at Yale
11119,Henry Rowe Schoolcraft,Thirty Years With The Indian Tribes
1111C,William Shakespeare,King Richard II
11121,Maria Edgeworth,The Bracelets
11126,Kate Dickinson Sweetser,Ten Girls from Dickens
11127,Mary Roberts Rinehart,The Case of Jennie Brice
11128,R. Austin Freeman,The Red Thumb Mark
1112C,William Shakespeare,Romeo and Juliet
11133,Sir Owen Seaman,"Punch, Vol. 156, Jan. 8, 1919, Ed"
11135,Ernest Thompson Seton,"Monarch, The Big Bear of Tallac"
11136,Rousseau,Origin And Foundation Of The Inequality Among Mankind
11138,Bill Nye,Comic History of England
1113C,William Shakespeare,A Midsummer Night's Dream
11140,Jacob Abbott,Rollo at Play
11141,Mrs. A. D. T. Whitney,A Summer in Leslie Goldthwaite's Life
11143,Eleanor H. Porter,Mary Marie
1114C,William Shakespeare,The Merchant of Venice
11153,E.W. Hornung,No Hero
11156,Howard R. Garis,Bed Time Stories: Buddy And Brighteyes Pigg
1115C,William Shakespeare,"King Henry IV, Part 1"
11161,Henry Kitchell Webster,Mary Wollaston
11163,Rose Macaulay,"Potterism, A Tragi-Farcical Tract"
11165,Margaret Rebecca Piper,"Wild Wings, A Romance of Youth"
11169,Sir Owen Seaman,"Punch, Vol. 153, Aug 15, 1917, ed"
1116C,William Shakespeare,The Merry Wives of Windsor
11171,Harriet Beecher Stowe,"Uncle Tom's Cabin, Young Folks' Edition"
11172,John Drinkwater,Abraham Lincoln
11179,Francis W. Halsey,"Seeing Europe with Famous Authors, Vol. VI, Ed"
1117C,William Shakespeare,"King Henry IV, Part 2"
11180,Arthur Mee & J.A. Hammerton,"The World's Greatest Books, Vol VI, Ed"
11181,W.W. Jacobs,"Captains All, Book 1"
11182,W.W. Jacobs,"Captains All, Book 2: The Boatswain's Mate"
11183,W.W. Jacobs,"Captains All, Book 3: The Nest Egg"
11184,W.W. Jacobs,"Captains All, Book 4: The Constable's Move"
11185,W.W. Jacobs,"Captains All, Book 5: Over The Side"
11186,W.W. Jacobs,"Captains All, Book 6: Bob's Redemption"
11187,W.W. Jacobs,"Captains All, Book 7: Four Pigeons"
11188,W.W. Jacobs,"Captains All, Book 8: The Temptation of Samuel Burge"
11189,W.W. Jacobs,"Captains All, Book 9: The Madness of Mr. Lister"
1118C,William Shakespeare,Much Ado about Nothing
11190,W.W. Jacobs,"Captains All, Book 10: The White Cat"
11191,W. W. Jacobs,Captains All
11192,Henry Van Dyke,The Americanism of Washington
11193,Matilda Betham,Elegies and Other Small Poems
11194,Matilda Betham,Vignettes in Verse
11195,Max Brand,Alcatraz
11197,Marjorie Benton Cooke,Bambi
1119C,William Shakespeare,King Henry V
11201,Sir Owen Seaman,"Punch, Vol. 156, March 5, 1919, ed"
1120C,William Shakespeare,Julius Caesar
11212,William Eleroy Curtis,Modern India
11215,Thomas Gent,Poems (1828)
11216,Edith Ballinger Price,The Happy Venture
11217,Susan Glaspell,The Visioning
1121C,William Shakespeare,As You Like It
11221,Dorothy Canfield,The Bent Twig
11223,Bertrand W. Sinclair,Big Timber
11224,John Stuart Mill,Utilitarianism
11225,Sir Owen Seaman,"Punch, Vol. 156, January 22, 1919, ed"
11227,Kate Dickinson Sweetser,Ten Boys from Dickens
11228,Charles W. Chesnutt,The Marrow of Tradition
11229,M.P. Shiel,The Purple Cloud
1122C,William Shakespeare,"Hamlet, Prince of Denmark"
11231,Herman Melville,"Bartleby, The Scrivener"
11238,Gifford Pinchot,The Fight For Conservation
1123C,William Shakespeare,Twelfth Night; or What You Will
11242,John Addington Symonds,The Life of Michelangelo Buonarotti
11243,James Fenimore Cooper,Miles Wallingford: Sequel to Afloat and Ashore
11247,Arthur Conan Doyle,The Exploits Of Brigadier Gerard
11248,Emanuel Swedenborg,Delights of Wisdom Pertaining to Conjugial Love
1124C,William Shakespeare,History of Troilus and Cressida
11252,Arthur Morrison,"Martin Hewitt, Investigator"
11255,Work Projects Administration,"Slave Narratives; Arkansas, Pt. 1"
11256,W. Warde Fowler,Social life at Rome in the Age of Cicero
11259,Emma C. Dowd,Polly and the Princess
1125C,William Shakespeare,All's Well that End's Well
11260,Lady I. A. Gregory,The Kiltartan History Book
11261C,Sam Vaknin,Cyclopedia of Philosophy
11262C,Sam Vaknin,Cyclopedia of Economics
11263,Jules Verne,The Adventures of a Special Correspondent
11269,Mrs. Georgie Sheldon,Virgie's Inheritance
1126C,William Shakespeare,Measure for Measure
11271,American Anti-Slavery Society,"Anti-Slavery Examiner, Part 1 of 4"
11272,American Anti-Slavery Society,"Anti-Slavery Examiner, Part 2 of 4"
11273,American Anti-Slavery Society,"Anti-Slavery Examiner, Part 3 of 4"
11274,American Anti-Slavery Society,"Anti-Slavery Examiner, Part 4 of 4"
11275,American Anti-Slavery Society,"The Anti-Slavery Examiner, Omnibus"
11276,John Fiske,Civil Government in the United States
11277,E. A. Wallis Budge,Egyptian Ideas of the Future Life
11279,George Ade,The Slim Princess
1127C,William Shakespeare,"Othello, The Moor of Venice"
11280,Mary J. Holmes,Maggie Miller
11283,Lord Dunsany,Plays of Gods and Men
11284,Sir Owen Seaman,"Punch, Vol. 156, 26 Mar 1919, ed"
11289,H. G. Wells,What is Coming?
1128C,William Shakespeare,King Lear
1129C,William Shakespeare,Macbeth
113,Frances Hodgson Burnett,The Secret Garden
11303,George Moore,Vain Fortune
11304,George Moore,The Lake
11309,John Kendrick Bangs,The Booming of Acre Hill
1130C,William Shakespeare,Antony and Cleopatra
11311,Joseph A. Altsheler,The Masters of the Peaks
11314,Richardson,Messages and Papers of the Presidents: George Washington
11319,Mrs. Alfred Gatty,The Fairy Godmothers and Other Tales
1131C,William Shakespeare,The Tragedy of Coriolanus
11323,William Godwin,Caleb Williams
11324,Stella Benson,This Is the End
11325,Alice Duer Miller,The Happiest Time of Their Lives 
11328,James Oliver Curwood,The Hunted Woman
1132C,William Shakespeare,The Life of Timon of Athens
11334,various,"Wilson's Tales of the Borders and of Scotland, XXII"
11337,Edward S. Ellis,Cowmen and Rustlers
11339,Aesop,Aesop's Fables
1133C,William Shakespeare,Cymbeline
11346,Charles Kingsley,The Saint's Tragedy
1134C,William Shakespeare,The Winter's Tale
11351,Joseph C. Lincoln,"Cape Cod Ballads, and Other Verse"
11354,George Bernard Shaw,The Irrational Knot
11357,Talbot Mundy,Jimgrim and Allah's Peace
11359,Sir Owen Seaman,"Punch, Vol. 156, Feb 26, 1919, ed"
1135C,William Shakespeare,The Tempest
11360,E. Arnold Bennett,Sacred And Profane Love 
11364,Samuel Richardson,"Clarissa, Volume 6 "
11366,Francke,German Classics of The Nineteenth and Twentieth Centuries
11367,Wolfram Eberhard,A History of China
11368,Russell Doubleday,Stories of Inventors
1136C,William Shakespeare,King Henry VIII
11371,Elizabeth Cleghorn Gaskell,The Moorland Cottage
11373,Cleveland Moffett,Through the Wall
11376,Annie Besant,Autobiographical Sketches
11377,Algernon Blackwood,The Man Whom the Trees Loved
11379,Nancy Huston Banks,Round Anvil Rock
1137C,William Shakespeare,A Lover's Complaint
1138,H. G. Wells,The Research Magnificent
11381,Charles Kingsley,Sermons for the Times
1139,Henry van Dyke,Fisherman's Luck
11391,Washington Allston,Lectures on Art
11394,E. Alexander Powell,Fighting in Flanders
11395,Edna Ferber,Cheerful--By Request
11397,Samuel Johnson,"The Works of Samuel Johnson, LL.D, In Nine Volumes"
1140,Thomas Carlyle,Latter-Day Pamphlets
11402,Edison Marshall,The Sky Line of Spruce
11409,James Fenimore Cooper,The Red Rover
1141,Oscar Wilde,Selected Poems of Oscar Wilde
11410,Edric Holmes,Wanderings in Wessex
11413,Arthur Conan Doyle,The Refugees
11418,Francis Lynde,The Grafters
11419,Rupert Hughes,"The Love Affairs of Great Musicians, Volume 2"
1142,Joseph Conrad,Typhoon
11422,Work Projects Administration,"Slave Narratives: Arkansas, Pt. 7"
11425,Sir Owen Seaman,"Punch, Vol. 153, Dec 5, 1917, ed"
11426,Stewart Edward White,The Call of the North
11428,Sir Owen Seaman,"Punch, Vol. 153, Nov 14, 1917, ed"
11429,Sir Owen Seaman,"Punch, Vol. 156, Apr 30, 1919, ed"
1143,Joseph Conrad,Notes on Life and Letters
11438,Algernon Blackwood,The Willows
1144,Henry James,In the Cage
11440,Lord Dunsany,Tales of Three Hemispheres
11443,Sir Owen Seaman,"Punch, Vol. 153, Nov 28, 1917, ed"
11444,Sir Owen Seaman,"Punch, Vol. 153, Dec 12, 1917, ed"
1145,Anthony Hope,Rupert of Hentzau
11451,Arthur Griffiths,The Rome Express
1146,Henry Fielding,Journal of A Voyage to Lisbon
11466,Sir Owen Seaman,"Punch, Vol. 153, Dec 19, 1917, ed"
11469,G. Harvey Ralphson,Boy Scouts on Motorcycles
1147,Henry Fielding,From This World to the Next
11470,Amy Le Feuvre,His Big Opportunity
11471,W.W. Jacobs,"Deep Waters, Part 1: Shareholders"
11472,W.W. Jacobs,"Deep Waters, Part 2: Paying Off"
11473,W.W. Jacobs,"Deep Waters, Part 3: Made to Measure"
11474,W.W. Jacobs,"Deep Waters, Part 4: Sam's Ghost"
11475,W.W. Jacobs,"Deep Waters, Part 5: The Convert"
11476,W.W. Jacobs,"Deep Waters, Part 6: Husbandry"
11477,W.W. Jacobs,"Deep Waters, Part 7: Family Cares"
11478,W.W. Jacobs,"Deep Waters, Part 8: Bedridden and The Winter Offensive"
11479,W.W. Jacobs,"Deep Waters, Part 9: The Substitute"
11480,W.W. Jacobs,"Deep Waters, Part 10: Striking Hard"
11481,W.W. Jacobs,"Deep Waters, Part 11: Dirty Work"
11482,W. W. Jacobs,Deep Waters
11485,Work Projects Administration,Slave Narratives: Kansas
11488,Rev. George Gilfillan,"The Poetical Works of John Dryden, Vol. I, Ed"
1149,Daniel Defoe,From London to Land's End
11491,Sir Owen Seaman,"Punch, Vol. 153, Oct 31, 1917, ed"
11493,E. F. Benson,The Blotting Book
11496,Arthur Thomas Quiller-Couch,Poetry
11499,F. W. Bain,"An Essence Of The Dusk, 5th Edition"
11501,Rex Beach,Laughing Bill Hyde and Other Stories
11502,H. G. Wells,An Englishman Looks at the World
11503,Irving Bacheller,Keeping up with Lizzie
11504,Stephen Leacock,Further Foolishness
11505,G. K. Chesterton,All Things Considered
11506,Henry C. Watson,"Old Bell Of Independence; Or, Philadelphia In 1776"
11520,Ethel M. Dell,The Obstacle Race
11521,Mrs. Oliphant,A Beleaguered City
11522C,Stephen Oliver,Deadly Pollen
11527,Arthur Mee & J.A. Hammerton,"The World's Greatest Books, Vol VII, Ed"
11531,Julia Pardoe,"The Life of Marie de Medicis, Vol. 1 (of 3)"
11532,James Lane Allen,A Kentucky Cardinal
11534,Harry Leon Wilson,The Lions of the Lord
11536,Charles Kingsley,Town and Country Sermons
1154,Hugh Lofting,The Voyages of Doctor Dolittle
11544,Work Projects Administration,"Slave Narratives: Arkansas, Pt. 5"
11546,William James Stillman,"The Autobiography of a Journalist, Volume I"
11547,George Bird Grinnell,Blackfoot Lodge Tales
11548,Ida M. Tarbell,"McClure's Magazine, V. 1, No. 549, December 1895, Ed"
1155,Agatha Christie,The Secret Adversary
11552,Work Projects Administration,Slave Narratives: Maryland
11554,G.K. Chesterton,The Crimes of England
11556,Jules Verne,Facing the Flag
11557,John Morley,On Compromise
11559,John Addington Symonds,"Renaissance in Italy, Vol. 3"
1156,Sinclair Lewis,Babbitt
11560,G. K. Chesterton,The Barbarism of Berlin
11561,Mabel Osgood Wright,People of the Whirlpool
11562,Francis Galton,Inquiries into Human Faculty and Its Development
11563,Frances Ridley Havergal,Morning Bells
11565,G. A. Henty,"Friends, though divided"
11570,Sir Owen Seaman,"Punch, Vol. 153, Nov 7, 1917, ed"
11572,George Barr McCutcheon,The Man From Brodney's
11573,James Fenimore Cooper,The Crater
11576,Lamb,"The Works of Charles and Mary Lamb, Vol. 4: Poems and Plays"
11578,Rev. George Gilfillan,"The Poetical Works of John Dryden, Vol II, Ed"
1158,Booth Tarkington,Penrod and Sam
11582,James Baldwin,Old Greek Stories
11584,George Gibbs,Madcap
1159,Sax Rohmer,Fire-Tongue
11593,Emerson Hough,The Purchase Price
11594,William James Stillman,"The Autobiography of a Journalist, Volume II"
116,United States,Motion Pictures of the Apollo 11 Lunar Landing
1160,Jack London,The Game
11600,Julia Pardoe,"The Life of Marie de Medicis, Vol. 2 "
11601,Julia Pardoe,"The Life of Marie de Medicis, Vol. 3 "
11602,Robert Michael Ballantyne,The World of Ice
11603,George Gissing,The House of Cobwebs and Other Stories
11605,G.K. Chesterton,The Appetite of Tyranny
11608,Lilian Bell,From a Girl's Point of View
11609,G. A. Henty,The Golden Canyon
1161,Jack London,Jerry of the Islands
11610,Joseph Sheridan LeFanu,Madam Crowl's Ghost and The Dead Sexton
11614,David Graham Phillips,The Second Generation
11617,Sir Owen Seaman,"Punch, Vol. 156, Apr 2, 1919, ed"
11618,Henry A. Beers,From Chaucer to Tennyson
11619,Sir Owen Seaman,"Punch, Vol. 153, Nov 21, 1917, ed"
1162,Jack London,The Jacket (The Star-Rover)
11620,Miles Franklin,My Brilliant Career
11623,Sir Walter Scott,"The Dramatic Works of John Dryden, Vol. I, ed"
11624,Elinor Glyn,The Reflections of Ambrosine
11625,Harry Leon Wilson,The Wrong Twin
11626,Robert Hugh Benson,Dawn of All
11627,Grenville Kleiser,"The World's Great Sermons, Vol. 2 "
11628,Edmund Gosse,Gossip in a Library
11629,Sir Owen Seaman,"Punch, Vol. 153, Dec 26, 1917, ed"
1163,Jack London,Adventure
11630,Sir Owen Seaman,"Punch, Vol. 156, June 18, 1919, ed"
11635,Joseph Sheridan LeFanu,Green Tea; Mr. Justice Harbottle
11638,Sir Owen Seaman,"Punch, Vol. 153, Jul. 18, 1917, ed"
11639,James Branch Cabell,Figures of Earth
1164,Jack London,The Iron Heel
11640,H. G. Wells,Love and Mr. Lewisham
11641,Arnold Bennett,Over There
11642,Gordon Home,What to See in England
11643,Anthony Trollope,John Caldigate
11654,George Moore,Confessions of a Young Man
11655,Will Levington Comfort,Fate Knocks at the Door
11656,Arthur Conan Doyle,The Great Shadow and Other Napoleonic Tales
11661,Josephine Preston Peabody,The Piper
11664,Hildegard G. Frey,The Camp Fire Girls Do Their Bit
11665,George William Erskine Russell,Collections and Recollections
11666,Charles W. Chesnutt,The Conjure Woman
11667,Jacob Abbott,Gentle Measures
11668,James Oliver Curwood,The Gold Hunters
1167,Anna Katharine Green,A Strange Disappearance
11670,Sir Owen Seaman,"Punch, Vol. 156, June 11, 1919, ed"
11671,Frank R. Stockton,The Rudder Grangers Abroad and Other Stories
11673,John Muir,Stickeen
11674,Vicente Blasco Ibanez,The Torrent 
11675,Richard Le Gallienne,Vanishing Roads and Other Essays
11676,Jacob Gould Schurman,The Balkan Wars: 1912-1913
11681,Jacob Abbott,Marco Paul's Voyages and Travels: Vermont
11686,Henryk Sienkiewicz,Without Dogma
11688,Jacob Abbott,History of Julius Caesar
11689,Alice Duer Miller,Are Women People?
1169,Xenophon,Agesilaus
11691,Percival Christopher Wren,Driftwood Spars
11693,Grenville Kleiser,"The World's Great Sermons, Volume 8"
11696,H.G. Wells,The Food of the Gods and How It Came to Earth
11697,Vicente Blasco Ibanez,Mare Nostrum 
11698,May Sinclair,The Three Brontes
11699,Joseph Sheridan Le Fanu,"J. S. Le Fanu's Ghostly Tales, Volume 1"
1170,Xenophon,Anabasis
11700,Joseph Sheridan Le Fanu,"J. S. Le Fanu's Ghostly Tales, Volume 2"
